agent_name	grounding	other_mapping	cui
androst-4-ene-3,17-dione	('CHEBI', 'CHEBI:16422')	{'PUBCHEM': '6128', 'TEXT': 'androstenedione', 'CHEMBL': 'CHEMBL274826', 'CAS': '63-05-8', 'MESH': 'D000735', 'HMDB': 'HMDB0000053', 'DRUGBANK': 'DB01536', 'CHEBI': 'CHEBI:16422'}	C1004514
androst-4-ene-3,17-dione	('CHEBI', 'CHEBI:16422')	{'PUBCHEM': '6128', 'TEXT': '4-androsten-3,17-dione', 'CHEMBL': 'CHEMBL274826', 'CAS': '63-05-8', 'MESH': 'D000735', 'HMDB': 'HMDB0000053', 'DRUGBANK': 'DB01536', 'CHEBI': 'CHEBI:16422'}	C1004514
L-arginine	('CHEBI', 'CHEBI:16467')	{'CHEBI': 'CHEBI:16467', 'TEXT': 'L-arginine', 'HMDB': 'HMDB0000517', 'CAS': '74-79-3', 'DRUGBANK': 'DB00125', 'CHEMBL': 'CHEMBL1485', 'PUBCHEM': '6322'}	C0003765
L-arginine	('CHEBI', 'CHEBI:16467')	{'CHEBI': 'CHEBI:16467', 'TEXT': 'L-Arginine', 'HMDB': 'HMDB0000517', 'CAS': '74-79-3', 'DRUGBANK': 'DB00125', 'CHEMBL': 'CHEMBL1485', 'PUBCHEM': '6322'}	C0003765
L-methionine	('CHEBI', 'CHEBI:16643')	{'CHEBI': 'CHEBI:16643', 'TEXT': 'l-methionine', 'PUBCHEM': '6137', 'CAS': '63-68-3', 'DRUGBANK': 'DB00134', 'CHEMBL': 'CHEMBL42336', 'HMDB': 'HMDB0000696'}	C0025646
peptide	('CHEBI', 'CHEBI:16670')	{'CHEBI': 'CHEBI:16670', 'TEXT': 'peptide', 'MESH': 'D010455'}	C0030956
atropine	('CHEBI', 'CHEBI:16684')	{'CHEBI': 'CHEBI:16684', 'TEXT': 'atropine', 'PUBCHEM': '174174', 'CHEMBL': 'CHEMBL517712', 'HMDB': 'HMDB0014712', 'CAS': '51-55-8', 'MESH': 'D001285', 'DRUGBANK': 'DB00572'}	C0004259
melatonin	('CHEBI', 'CHEBI:16796')	{'CHEBI': 'CHEBI:16796', 'PUBCHEM': '896', 'CHEMBL': 'CHEMBL45', 'DRUGBANK': 'DB01065', 'MESH': 'D008550', 'CAS': '73-31-4', 'HMDB': 'HMDB0001389', 'TEXT': 'melatonin'}	C0025219
gamma-aminobutyric acid	('CHEBI', 'CHEBI:16865')	{'CHEBI': 'CHEBI:16865', 'TEXT': 'gamma-aminobutyric acid', 'DRUGBANK': 'DB02530', 'PUBCHEM': '119', 'CAS': '56-12-2', 'CHEMBL': 'CHEMBL96', 'HMDB': 'HMDB0000112', 'MESH': 'D005680'}	C0016904
cortisone	('CHEBI', 'CHEBI:16962')	{'CHEBI': 'CHEBI:16962', 'TEXT': 'cortisone', 'CAS': '53-06-5', 'CHEMBL': 'CHEMBL1499', 'MESH': 'D003348', 'HMDB': 'HMDB0002802', 'DRUGBANK': 'DB14681', 'PUBCHEM': '222786'}	C0010137
streptomycin	('CHEBI', 'CHEBI:17076')	{'CHEBI': 'CHEBI:17076', 'TEXT': 'streptomycin', 'DRUGBANK': 'DB01082', 'PUBCHEM': '19649', 'HMDB': 'HMDB0015214', 'CHEMBL': 'CHEMBL372795', 'CAS': '57-92-1'}	C0038425
nicotinamide	('CHEBI', 'CHEBI:17154')	{'CHEBI': 'CHEBI:17154', 'TEXT': 'nicotinamide', 'PUBCHEM': '936', 'MESH': 'D009536', 'HMDB': 'HMDB0001406', 'CHEMBL': 'CHEMBL1140', 'CAS': '98-92-0', 'DRUGBANK': 'DB02701'}	C0028027
rosmarinic acid	('CHEBI', 'CHEBI:17226')	{'CHEBI': 'CHEBI:17226', 'TEXT': 'rosmarinic acid', 'CHEMBL': 'CHEMBL66966', 'CAS': '537-15-5', 'PUBCHEM': '5315615'}	C0073590
penicillin	('CHEBI', 'CHEBI:17334')	{'CHEBI': 'CHEBI:17334', 'TEXT': 'penicillin', 'MESH': 'D010406'}	C0030827
testosterone	('CHEBI', 'CHEBI:17347')	{'CHEBI': 'CHEBI:17347', 'TEXT': 'Testosterone', 'DRUGBANK': 'DB00624', 'MESH': 'D013739', 'CAS': '58-22-0', 'HMDB': 'HMDB0000234', 'PUBCHEM': '6013', 'CHEMBL': 'CHEMBL386630'}	C0039601
testosterone	('CHEBI', 'CHEBI:17347')	{'CHEBI': 'CHEBI:17347', 'TEXT': 'testosterone', 'DRUGBANK': 'DB00624', 'MESH': 'D013739', 'CAS': '58-22-0', 'HMDB': 'HMDB0000234', 'PUBCHEM': '6013', 'CHEMBL': 'CHEMBL386630'}	C0039601
N5-ethyl-L-glutamine	('CHEBI', 'CHEBI:17394')	{'PUBCHEM': '25201220', 'TEXT': 'l-Theanine', 'DRUGBANK': 'DB12444', 'CHEBI': 'CHEBI:17394', 'CAS': '3081-61-6', 'HMDB': 'HMDB0034365', 'CHEMBL': 'CHEMBL3039113'}	C0076380
myo-inositol hexakisphosphate	('CHEBI', 'CHEBI:17401')	{'PUBCHEM': '890', 'TEXT': 'phytic acid', 'HMDB': 'HMDB0003502', 'CAS': '83-86-3', 'DRUGBANK': 'DB14981', 'CHEBI': 'CHEBI:17401', 'MESH': 'D010833', 'CHEMBL': 'CHEMBL1233511'}	C0031855
cyanide	('CHEBI', 'CHEBI:17514')	{'CHEBI': 'CHEBI:17514', 'TEXT': 'cyanide', 'CAS': '57-12-5', 'PUBCHEM': '5975', 'HMDB': 'HMDB0002084'}	C0010505
diiodine	('CHEBI', 'CHEBI:17606')	{'PUBCHEM': '807', 'TEXT': 'Iodine', 'DRUGBANK': 'DB05382', 'HMDB': 'HMDB0000675', 'MESH': 'D007455', 'CHEBI': 'CHEBI:17606', 'CHEMBL': 'CHEMBL1201225', 'CAS': '7553-56-2'}	C0021966
D-glucose	('CHEBI', 'CHEBI:17634')	{'CHEBI': 'CHEBI:17634', 'TEXT': 'D-glucose'}	C0017725
methanol	('CHEBI', 'CHEBI:17790')	{'CHEBI': 'CHEBI:17790', 'TEXT': 'methanol', 'PUBCHEM': '887', 'MESH': 'D000432', 'CHEMBL': 'CHEMBL14688', 'HMDB': 'HMDB0001875', 'CAS': '67-56-1'}	C0001963
NADP+	('CHEBI', 'CHEBI:18009')	{'PUBCHEM': '5886', 'TEXT': 'Nicotinamide  adenine  dinucleotide phosphate', 'CHEBI': 'CHEBI:18009'}	C0027303
myricetin	('CHEBI', 'CHEBI:18152')	{'CHEBI': 'CHEBI:18152', 'TEXT': 'myricetin', 'CHEMBL': 'CHEMBL164', 'CAS': '529-44-2', 'PUBCHEM': '5281672', 'HMDB': 'HMDB0002755', 'DRUGBANK': 'DB02375'}	C0067067
ammonium hydroxide	('CHEBI', 'CHEBI:18219')	{'CHEBI': 'CHEBI:18219', 'TEXT': 'ammonium hydroxide', 'PUBCHEM': '14923', 'CAS': '1336-21-6'}	C0051719
dopamine	('CHEBI', 'CHEBI:18243')	{'PUBCHEM': '681', 'CHEBI': 'CHEBI:18243', 'MESH': 'D004298', 'DRUGBANK': 'DB00988', 'HMDB': 'HMDB0000073', 'CAS': '51-61-6', 'CHEMBL': 'CHEMBL59', 'TEXT': 'DA'}	C0011318
1,4-dithiothreitol	('CHEBI', 'CHEBI:18320')	{'PUBCHEM': '19001', 'TEXT': 'DTT', 'CHEMBL': 'CHEMBL406270', 'HMDB': 'HMDB0013593', 'CHEBI': 'CHEBI:18320', 'CAS': '16096-97-2', 'DRUGBANK': 'DB04447', 'MESH': 'D004229'}	C0012789
methoxsalen	('CHEBI', 'CHEBI:18358')	{'PUBCHEM': '4114', 'TEXT': 'xanthotoxin', 'CHEBI': 'CHEBI:18358', 'MESH': 'D008730', 'CHEMBL': 'CHEMBL416', 'DRUGBANK': 'DB00553', 'HMDB': 'HMDB0014693', 'CAS': '298-81-7'}	C0025684
magnesium2+	('CHEBI', 'CHEBI:18420')	{'PUBCHEM': '888', 'TEXT': 'magnesium', 'HMDB': 'HMDB0000547', 'DRUGBANK': 'DB01378', 'CAS': '22537-22-0', 'CHEBI': 'CHEBI:18420'}	C0024467
superoxide	('CHEBI', 'CHEBI:18421')	{'PUBCHEM': '5359597', 'TEXT': 'Superoxide', 'MESH': 'D013481', 'CHEBI': 'CHEBI:18421', 'CAS': '11062-77-4', 'HMDB': 'HMDB0002168'}	C0038836
ascorbate	('CHEBI', 'CHEBI:22651')	{'CHEBI': 'CHEBI:22651', 'TEXT': 'ascorbate'}	C0178487
bafilomycin A1	('CHEBI', 'CHEBI:22689')	{'CHEBI': 'CHEBI:22689', 'TEXT': 'bafilomycin A1', 'PUBCHEM': '6436223', 'DRUGBANK': 'DB06733', 'CHEMBL': 'CHEMBL290814', 'CAS': '88899-55-2'}	C0052919
coumarins	('CHEBI', 'CHEBI:23403')	{'CHEBI': 'CHEBI:23403', 'TEXT': 'coumarins', 'MESH': 'D003374'}	C0010207
cytochalasin B	('CHEBI', 'CHEBI:23527')	{'CHEBI': 'CHEBI:23527', 'TEXT': 'cytochalasin B', 'CHEMBL': 'CHEMBL411729', 'PUBCHEM': '5311281', 'CAS': '14930-96-2', 'MESH': 'D003571'}	C0010737
acarbose	('CHEBI', 'CHEBI:2376')	{'CHEBI': 'CHEBI:2376', 'TEXT': 'Acarbose', 'HMDB': 'HMDB0014429', 'CHEMBL': 'CHEMBL1566', 'CAS': '56180-94-0', 'MESH': 'D020909', 'PUBCHEM': '41774', 'DRUGBANK': 'DB00284'}	C0050393
gallotannin	('CHEBI', 'CHEBI:24182')	{'PUBCHEM': '452707', 'TEXT': 'GALLOTANNINS', 'CHEMBL': 'CHEMBL389895', 'CHEBI': 'CHEBI:24182', 'CAS': '18483-17-5'}	C1449692
glucoside	('CHEBI', 'CHEBI:24278')	{'CHEBI': 'CHEBI:24278', 'TEXT': 'Glucoside', 'MESH': 'D005960'}	C0017765
lactate	('CHEBI', 'CHEBI:24996')	{'PUBCHEM': '91435', 'TEXT': 'Lactate', 'CHEBI': 'CHEBI:24996', 'CAS': '113-21-3'}	C0376261
oligomycin	('CHEBI', 'CHEBI:25675')	{'CHEBI': 'CHEBI:25675', 'TEXT': 'oligomycin', 'MESH': 'D009840'}	C0028951
peroxynitrite	('CHEBI', 'CHEBI:25941')	{'CHEBI': 'CHEBI:25941', 'TEXT': 'Peroxynitrite', 'PUBCHEM': '104806', 'CAS': '19059-14-4'}	C0136157
phosphate	('CHEBI', 'CHEBI:26020')	{'CHEBI': 'CHEBI:26020', 'TEXT': 'phosphate'}	C0031603
phytoalexin	('CHEBI', 'CHEBI:26115')	{'CHEBI': 'CHEBI:26115', 'TEXT': 'phytoalexin'}	C1130460
phytosterols	('CHEBI', 'CHEBI:26125')	{'CHEBI': 'CHEBI:26125', 'TEXT': 'phytosterols', 'MESH': 'D010840'}	C0031866
amantadine	('CHEBI', 'CHEBI:2618')	{'CHEBI': 'CHEBI:2618', 'TEXT': 'amantadine', 'DRUGBANK': 'DB00915', 'CAS': '768-94-5', 'CHEMBL': 'CHEMBL660', 'HMDB': 'HMDB0015051', 'MESH': 'D000547', 'PUBCHEM': '2130'}	C0002403
proanthocyanidin	('CHEBI', 'CHEBI:26267')	{'CHEBI': 'CHEBI:26267', 'TEXT': 'proanthocyanidin', 'MESH': 'D044945'}	C0072018
amiloride	('CHEBI', 'CHEBI:2639')	{'CHEBI': 'CHEBI:2639', 'TEXT': 'Amiloride', 'HMDB': 'HMDB0014732', 'CHEMBL': 'CHEMBL945', 'DRUGBANK': 'DB00594', 'MESH': 'D000584', 'PUBCHEM': '16231', 'CAS': '2609-46-3'}	C0002502
purines	('CHEBI', 'CHEBI:26401')	{'CHEBI': 'CHEBI:26401', 'TEXT': 'Purines', 'MESH': 'D011687'}	C0034140
saponin	('CHEBI', 'CHEBI:26605')	{'CHEBI': 'CHEBI:26605', 'TEXT': 'saponin', 'MESH': 'D012503'}	C0520481
amitriptyline	('CHEBI', 'CHEBI:2666')	{'CHEBI': 'CHEBI:2666', 'TEXT': 'amitriptyline', 'MESH': 'D000639', 'PUBCHEM': '2160', 'CAS': '50-48-6', 'DRUGBANK': 'DB00321', 'HMDB': 'HMDB0014466', 'CHEMBL': 'CHEMBL629'}	C0002600
sodium cholate	('CHEBI', 'CHEBI:26711')	{'CHEBI': 'CHEBI:26711', 'TEXT': 'sodium cholate', 'MESH': 'D020358', 'CHEMBL': 'CHEMBL1421383', 'PUBCHEM': '23668194', 'CAS': '361-09-1'}	C0142823
tocopherol	('CHEBI', 'CHEBI:27013')	{'CHEBI': 'CHEBI:27013', 'TEXT': 'Tocopherol', 'CAS': '1406-66-2', 'MESH': 'D024505'}	C3255108
1,4-naphthoquinone	('CHEBI', 'CHEBI:27418')	{'CHEBI': 'CHEBI:27418', 'TEXT': '1,4-naphthoquinone', 'PUBCHEM': '8530', 'CAS': '130-15-4', 'CHEMBL': 'CHEMBL55934'}	C0027388
selenium atom	('CHEBI', 'CHEBI:27568')	{'PUBCHEM': '6326970', 'TEXT': 'selenium', 'DRUGBANK': 'DB11135', 'MESH': 'D012643', 'CHEBI': 'CHEBI:27568'}	C0036581
psoralen	('CHEBI', 'CHEBI:27616')	{'CHEBI': 'CHEBI:27616', 'TEXT': 'psoralen', 'HMDB': 'HMDB0034272', 'PUBCHEM': '6199', 'MESH': 'D005363', 'CAS': '66-97-7', 'CHEMBL': 'CHEMBL164660'}	C0016072
antimycin A	('CHEBI', 'CHEBI:2762')	{'CHEBI': 'CHEBI:2762', 'TEXT': 'antimycin A', 'CAS': '1397-94-0', 'MESH': 'D000968', 'CHEMBL': 'CHEMBL211501', 'PUBCHEM': '14957'}	C0003387
cycloheximide	('CHEBI', 'CHEBI:27641')	{'CHEBI': 'CHEBI:27641', 'TEXT': 'cycloheximide', 'MESH': 'D003513', 'CAS': '66-81-9', 'CHEMBL': 'CHEMBL123292', 'PUBCHEM': '6197'}	C0010572
sodium azide	('CHEBI', 'CHEBI:278547')	{'CHEBI': 'CHEBI:278547', 'TEXT': 'sodium  azide', 'CAS': '26628-22-8', 'CHEMBL': 'CHEMBL89295', 'MESH': 'D019810', 'PUBCHEM': '33557'}	C0074721
sodium azide	('CHEBI', 'CHEBI:278547')	{'CHEBI': 'CHEBI:278547', 'TEXT': 'sodium azide', 'CAS': '26628-22-8', 'CHEMBL': 'CHEMBL89295', 'MESH': 'D019810', 'PUBCHEM': '33557'}	C0074721
glycogen	('CHEBI', 'CHEBI:28087')	{'CHEBI': 'CHEBI:28087', 'HMDB': 'HMDB0000757', 'CAS': '9005-79-2', 'MESH': 'D006003', 'TEXT': 'glycogen'}	C0017911
daidzein	('CHEBI', 'CHEBI:28197')	{'CHEBI': 'CHEBI:28197', 'TEXT': 'daidzein', 'CAS': '486-66-8', 'HMDB': 'HMDB0003312', 'DRUGBANK': 'DB13182', 'PUBCHEM': '5281708', 'CHEMBL': 'CHEMBL8145'}	C0057090
rotenone	('CHEBI', 'CHEBI:28201')	{'CHEBI': 'CHEBI:28201', 'TEXT': 'Rotenone', 'PUBCHEM': '6758', 'CAS': '83-79-4', 'HMDB': 'HMDB0034436', 'MESH': 'D012402', 'DRUGBANK': 'DB11457', 'CHEMBL': 'CHEMBL429023'}	C0035871
novobiocin	('CHEBI', 'CHEBI:28368')	{'CHEBI': 'CHEBI:28368', 'TEXT': 'novobiocin', 'HMDB': 'HMDB0015185', 'CAS': '303-81-1', 'MESH': 'D009675', 'DRUGBANK': 'DB01051', 'CHEMBL': 'CHEMBL36506', 'PUBCHEM': '54675769'}	C0028458
allicin	('CHEBI', 'CHEBI:28411')	{'CHEBI': 'CHEBI:28411', 'TEXT': 'Allicin', 'CAS': '539-86-6', 'CHEMBL': 'CHEMBL359965', 'HMDB': 'HMDB0033963', 'PUBCHEM': '65036', 'DRUGBANK': 'DB11780'}	C0051200
delphinidin	('CHEBI', 'CHEBI:28436')	{'CHEBI': 'CHEBI:28436', 'TEXT': 'Delphinidin', 'CHEMBL': 'CHEMBL276780', 'CAS': '13270-61-6', 'PUBCHEM': '128853'}	C0057304
rutin	('CHEBI', 'CHEBI:28527')	{'PUBCHEM': '5280805', 'TEXT': 'bioflavonoid', 'CHEBI': 'CHEBI:28527', 'CHEMBL': 'CHEMBL226335', 'DRUGBANK': 'DB01698', 'CAS': '153-18-4', 'MESH': 'D012431', 'HMDB': 'HMDB0003249'}	C0005492
hesperidin	('CHEBI', 'CHEBI:28775')	{'CHEBI': 'CHEBI:28775', 'TEXT': 'hesperidin', 'PUBCHEM': '10621', 'DRUGBANK': 'DB04703', 'HMDB': 'HMDB0003265', 'CHEMBL': 'CHEMBL449317', 'CAS': '520-26-3'}	C0019392
coumarin	('CHEBI', 'CHEBI:28794')	{'CHEBI': 'CHEBI:28794', 'TEXT': 'coumarin', 'PUBCHEM': '323', 'CHEMBL': 'CHEMBL6466', 'DRUGBANK': 'DB04665', 'HMDB': 'HMDB0001218', 'CAS': '91-64-5'}	C0010206
piceatannol	('CHEBI', 'CHEBI:28814')	{'CHEBI': 'CHEBI:28814', 'TEXT': 'piceatannol', 'DRUGBANK': 'DB08399', 'HMDB': 'HMDB0004215', 'PUBCHEM': '667639', 'CHEMBL': 'CHEMBL69863', 'CAS': '10083-24-6'}	C1176007
piceatannol	('CHEBI', 'CHEBI:28814')	{'CHEBI': 'CHEBI:28814', 'TEXT': 'Piceatannol', 'DRUGBANK': 'DB08399', 'HMDB': 'HMDB0004215', 'PUBCHEM': '667639', 'CHEMBL': 'CHEMBL69863', 'CAS': '10083-24-6'}	C1176007
naringin	('CHEBI', 'CHEBI:28819')	{'CHEBI': 'CHEBI:28819', 'TEXT': 'naringin', 'HMDB': 'HMDB0002927', 'CAS': '10236-47-2', 'CHEMBL': 'CHEMBL451532', 'PUBCHEM': '442428'}	C0068451
2-methoxy-17beta-estradiol	('CHEBI', 'CHEBI:28955')	{'PUBCHEM': '66414', 'TEXT': '2-Methoxyestradiol', 'CAS': '362-07-2', 'CHEMBL': 'CHEMBL299613', 'CHEBI': 'CHEBI:28955', 'DRUGBANK': 'DB02342', 'HMDB': 'HMDB0000405', 'MESH': 'D000077584'}	C0046319
2-methoxy-17beta-estradiol	('CHEBI', 'CHEBI:28955')	{'PUBCHEM': '66414', 'TEXT': '2-methoxyestradiol', 'CAS': '362-07-2', 'CHEMBL': 'CHEMBL299613', 'CHEBI': 'CHEBI:28955', 'DRUGBANK': 'DB02342', 'HMDB': 'HMDB0000405', 'MESH': 'D000077584'}	C0046319
astemizole	('CHEBI', 'CHEBI:2896')	{'CHEBI': 'CHEBI:2896', 'TEXT': 'astemizole', 'CHEMBL': 'CHEMBL296419', 'MESH': 'D016589', 'CAS': '68844-77-9', 'PUBCHEM': '2247', 'DRUGBANK': 'DB00637', 'HMDB': 'HMDB0014775'}	C0085170
strychnine	('CHEBI', 'CHEBI:28973')	{'CHEBI': 'CHEBI:28973', 'TEXT': 'Strychnine', 'PUBCHEM': '441071', 'CAS': '57-24-9', 'MESH': 'D013331', 'CHEMBL': 'CHEMBL227934'}	C0202474
iron2+	('CHEBI', 'CHEBI:29033')	{'PUBCHEM': '27284', 'TEXT': 'Fe2+', 'DRUGBANK': 'DB14510', 'CHEBI': 'CHEBI:29033', 'HMDB': 'HMDB0000692', 'CAS': '15438-31-0'}	C2346592
manganese2+	('CHEBI', 'CHEBI:29035')	{'CHEBI': 'CHEBI:29035', 'PUBCHEM': '177577', 'DRUGBANK': 'DB06757', 'CAS': '10034-96-5', 'HMDB': 'HMDB0001333', 'CHEMBL': 'CHEMBL2103742', 'TEXT': 'Mn'}	C0026327
baicalein	('CHEBI', 'CHEBI:2979')	{'CHEBI': 'CHEBI:2979', 'TEXT': 'Baicalein', 'HMDB': 'HMDB0031991', 'LINCS': 'LSM-6355', 'HMS-LINCS': '10343', 'PUBCHEM': '5281605', 'CHEMBL': 'CHEMBL8260', 'CAS': '491-67-8'}	C0052927
glycyrrhizinate3-	('CHEBI', 'CHEBI:29807')	{'PUBCHEM': '5460305', 'TEXT': 'glycyrrhizin', 'CHEBI': 'CHEBI:29807'}	C0061751
glycyrrhizinate3-	('CHEBI', 'CHEBI:29807')	{'PUBCHEM': '5460305', 'TEXT': 'Glycyrrhizin', 'CHEBI': 'CHEBI:29807'}	C0061751
benzo[a]pyrene	('CHEBI', 'CHEBI:29865')	{'PUBCHEM': '2336', 'TEXT': 'Benzo(a)pyrene', 'HMDB': 'HMDB0062469', 'MESH': 'D001564', 'CHEBI': 'CHEBI:29865', 'CHEMBL': 'CHEMBL31184', 'CAS': '50-32-8'}	C0037623
acetate	('CHEBI', 'CHEBI:30089')	{'CHEBI': 'CHEBI:30089', 'TEXT': 'acetate', 'PUBCHEM': '175', 'CAS': '71-50-1'}	C0000975
benzoic acid	('CHEBI', 'CHEBI:30746')	{'CHEBI': 'CHEBI:30746', 'TEXT': 'Benzoic acid', 'PUBCHEM': '243', 'CHEMBL': 'CHEMBL541', 'HMDB': 'HMDB0001870', 'CAS': '65-85-0', 'DRUGBANK': 'DB03793'}	C0053225
formic acid	('CHEBI', 'CHEBI:30751')	{'PUBCHEM': '284', 'TEXT': 'SCFAs', 'CAS': '64-18-6', 'CHEMBL': 'CHEMBL116736', 'DRUGBANK': 'DB01942', 'CHEBI': 'CHEBI:30751', 'HMDB': 'HMDB0000142'}	C0015691
digallic acid	('CHEBI', 'CHEBI:30814')	{'CHEBI': 'CHEBI:30814', 'TEXT': 'digallic acid', 'HMDB': 'HMDB0128305', 'PUBCHEM': '341', 'CAS': '536-08-3', 'CHEMBL': 'CHEMBL366356'}	C0113885
glycyrrhetinic acid	('CHEBI', 'CHEBI:30853')	{'CHEBI': 'CHEBI:30853', 'TEXT': 'glycyrrhetinic acid', 'MESH': 'D006034', 'PUBCHEM': '10114', 'DRUGBANK': 'DB13089', 'CAS': '1449-05-4', 'CHEMBL': 'CHEMBL230006', 'HMDB': 'HMDB0011628'}	C0017986
bicuculline	('CHEBI', 'CHEBI:3092')	{'CHEBI': 'CHEBI:3092', 'TEXT': 'bicuculline', 'PUBCHEM': '10237', 'MESH': 'D001640', 'CAS': '485-49-4', 'DRUGBANK': 'DB11562', 'CHEMBL': 'CHEMBL417990'}	C0005372
isoliquiritigenin	('CHEBI', 'CHEBI:310312')	{'CHEBI': 'CHEBI:310312', 'TEXT': 'Isoliquiritigenin', 'CAS': '961-29-5', 'HMDB': 'HMDB0037316', 'CHEMBL': 'CHEMBL129795', 'DRUGBANK': 'DB03285', 'PUBCHEM': '638278'}	C0045137
cilostazol	('CHEBI', 'CHEBI:31401')	{'CHEBI': 'CHEBI:31401', 'TEXT': 'Cilostazol', 'PUBCHEM': '2754', 'HMDB': 'HMDB0015297', 'MESH': 'D000077407', 'CHEMBL': 'CHEMBL799', 'DRUGBANK': 'DB01166', 'CAS': '73963-72-1'}	C0055729
cilostazol	('CHEBI', 'CHEBI:31401')	{'CHEBI': 'CHEBI:31401', 'TEXT': 'cilostazol', 'PUBCHEM': '2754', 'HMDB': 'HMDB0015297', 'MESH': 'D000077407', 'CHEMBL': 'CHEMBL799', 'DRUGBANK': 'DB01166', 'CAS': '73963-72-1'}	C0055729
fluorescein	('CHEBI', 'CHEBI:31624')	{'CHEBI': 'CHEBI:31624', 'TEXT': 'fluorescein', 'CHEMBL': 'CHEMBL1057', 'CAS': '2321-07-5', 'PUBCHEM': '16850', 'HMDB': 'HMDB0014831', 'MESH': 'D019793', 'DRUGBANK': 'DB00693'}	C0060520
josamycin	('CHEBI', 'CHEBI:31739')	{'PUBCHEM': '5282165', 'TEXT': 'JM', 'HMDB': 'HMDB0015418', 'CAS': '16846-24-5', 'CHEMBL': 'CHEMBL224436', 'DRUGBANK': 'DB01321', 'MESH': 'D015570', 'CHEBI': 'CHEBI:31739'}	C0022337
sodium hydrogencarbonate	('CHEBI', 'CHEBI:32139')	{'PUBCHEM': '516892', 'TEXT': 'NaHCO3', 'CHEBI': 'CHEBI:32139', 'CAS': '144-55-8', 'DRUGBANK': 'DB01390', 'MESH': 'D017693', 'CHEMBL': 'CHEMBL1353'}	C0074722
capsaicin	('CHEBI', 'CHEBI:3374')	{'CHEBI': 'CHEBI:3374', 'TEXT': 'Capsaicin', 'CAS': '404-86-4', 'PUBCHEM': '1548943', 'HMDB': 'HMDB0002227', 'DRUGBANK': 'DB06774', 'CHEMBL': 'CHEMBL294199', 'MESH': 'D002211'}	C0006931
2,6-di-tert-butyl-4-methylphenol	('CHEBI', 'CHEBI:34247')	{'PUBCHEM': '31404', 'TEXT': 'BHT', 'CHEMBL': 'CHEMBL146', 'CHEBI': 'CHEBI:34247', 'CAS': '128-37-0', 'MESH': 'D002084', 'HMDB': 'HMDB0033826'}	C0006507
Carnosol	('CHEBI', 'CHEBI:3429')	{'CHEBI': 'CHEBI:3429', 'TEXT': 'Carnosol', 'PUBCHEM': '442009', 'CAS': '5957-80-2', 'CHEMBL': 'CHEMBL218693'}	C0108518
3-methylcholanthrene	('CHEBI', 'CHEBI:34342')	{'PUBCHEM': '1674', 'TEXT': 'MCA', 'CAS': '56-49-5', 'CHEMBL': 'CHEMBL40583', 'MESH': 'D008748', 'CHEBI': 'CHEBI:34342'}	C0149566
carrageenan	('CHEBI', 'CHEBI:3435')	{'CHEBI': 'CHEBI:3435', 'TEXT': 'carrageenan', 'CAS': '9000-07-1', 'MESH': 'D002351'}	C0007289
ruthenium red	('CHEBI', 'CHEBI:34956')	{'CHEBI': 'CHEBI:34956', 'TEXT': 'ruthenium red', 'CAS': '25125-46-6', 'PUBCHEM': '53356667'}	C0035975
dihydrogenvanadate	('CHEBI', 'CHEBI:35169')	{'PUBCHEM': '6396316', 'TEXT': 'vanadate', 'CHEBI': 'CHEBI:35169'}	C0042305
dihydrogenvanadate	('CHEBI', 'CHEBI:35169')	{'PUBCHEM': '6396316', 'TEXT': 'Vanadate', 'CHEBI': 'CHEBI:35169'}	C0042305
triterpene	('CHEBI', 'CHEBI:35191')	{'CHEBI': 'CHEBI:35191', 'TEXT': 'triterpene', 'MESH': 'D014315'}	C0041113
antimetabolite	('CHEBI', 'CHEBI:35221')	{'CHEBI': 'CHEBI:35221', 'TEXT': 'antimetabolite', 'MESH': 'D000963'}	C0003376
sedative	('CHEBI', 'CHEBI:35717')	{'CHEBI': 'CHEBI:35717', 'TEXT': 'sedative', 'MESH': 'D006993'}	C0020592
3,4-dihydroxybenzoic acid	('CHEBI', 'CHEBI:36062')	{'PUBCHEM': '72', 'TEXT': 'Protocatechuic Acid', 'HMDB': 'HMDB0001856', 'DRUGBANK': 'DB03946', 'CAS': '99-50-3', 'CHEMBL': 'CHEMBL37537', 'CHEBI': 'CHEBI:36062'}	C0072489
3,4-dihydroxybenzoic acid	('CHEBI', 'CHEBI:36062')	{'PUBCHEM': '72', 'TEXT': 'protocatechuic acid', 'HMDB': 'HMDB0001856', 'DRUGBANK': 'DB03946', 'CAS': '99-50-3', 'CHEMBL': 'CHEMBL37537', 'CHEBI': 'CHEBI:36062'}	C0072489
caffeic acid	('CHEBI', 'CHEBI:36281')	{'CHEBI': 'CHEBI:36281', 'TEXT': 'caffeic acid', 'CAS': '501-16-6', 'HMDB': 'HMDB0001964', 'DRUGBANK': 'DB01880', 'PUBCHEM': '689043', 'CHEMBL': 'CHEMBL145'}	C0054433
chloroquine	('CHEBI', 'CHEBI:3638')	{'CHEBI': 'CHEBI:3638', 'TEXT': 'chloroquine', 'MESH': 'D002738', 'HMDB': 'HMDB0014746', 'DRUGBANK': 'DB00608', 'CHEMBL': 'CHEMBL76', 'CAS': '54-05-7', 'PUBCHEM': '2719'}	C0008269
